scenario,attachment_size_kb,repeat,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,cumulative_cost_usd,latency_budget_passed,cost_budget_passed,memory_drift_score,attachment_recall
growing,20,2,20,d6d16417-f7f1-4b00-a3ee-f7c3c541eaa4,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
growing,50,0,1,4f70fd88-ad83-437d-a885-6eb0ee7e903b,60111,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
growing,50,0,2,4f70fd88-ad83-437d-a885-6eb0ee7e903b,74,0,4,1,1320,1274,492,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,50,0,3,4f70fd88-ad83-437d-a885-6eb0ee7e903b,83,0,6,1,1825,1898,535,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,50,0,4,4f70fd88-ad83-437d-a885-6eb0ee7e903b,73,0,8,1,2000,2560,583,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,0,5,4f70fd88-ad83-437d-a885-6eb0ee7e903b,71,0,10,2,2000,3268,616,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,0,6,4f70fd88-ad83-437d-a885-6eb0ee7e903b,69,0,12,3,2000,3925,647,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,0,7,4f70fd88-ad83-437d-a885-6eb0ee7e903b,72,0,12,3,2000,4101,676,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,50,0,8,4f70fd88-ad83-437d-a885-6eb0ee7e903b,76,0,12,4,2000,4296,757,0.0,0,exact,medium,0.000000,True,True,0.7142857142857143,
growing,50,0,9,4f70fd88-ad83-437d-a885-6eb0ee7e903b,76,0,12,4,2000,4523,773,0.0,0,exact,medium,0.000000,True,True,0.75,
growing,50,0,10,4f70fd88-ad83-437d-a885-6eb0ee7e903b,79,0,12,4,2000,4720,704,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,11,4f70fd88-ad83-437d-a885-6eb0ee7e903b,76,0,12,4,2000,4839,771,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,12,4f70fd88-ad83-437d-a885-6eb0ee7e903b,76,0,12,4,2000,4964,797,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,13,4f70fd88-ad83-437d-a885-6eb0ee7e903b,72,0,12,4,2000,5083,839,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,14,4f70fd88-ad83-437d-a885-6eb0ee7e903b,71,0,12,4,2000,5164,412,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,15,4f70fd88-ad83-437d-a885-6eb0ee7e903b,72,0,12,4,2000,4792,820,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,16,4f70fd88-ad83-437d-a885-6eb0ee7e903b,74,0,12,4,2000,4896,834,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,0,17,4f70fd88-ad83-437d-a885-6eb0ee7e903b,74,0,12,4,2000,4959,866,0.0,0,exact,medium,0.000000,True,True,0.9375,
growing,50,0,18,4f70fd88-ad83-437d-a885-6eb0ee7e903b,79,0,12,4,2000,5027,446,0.0,0,exact,medium,0.000000,True,True,0.8823529411764706,
growing,50,0,19,4f70fd88-ad83-437d-a885-6eb0ee7e903b,78,0,12,4,2000,4636,920,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,50,0,20,4f70fd88-ad83-437d-a885-6eb0ee7e903b,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
growing,50,1,1,31a33218-2472-406c-87df-bace5c5be034,60111,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
growing,50,1,2,31a33218-2472-406c-87df-bace5c5be034,74,0,4,1,1320,1274,492,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,50,1,3,31a33218-2472-406c-87df-bace5c5be034,83,0,6,1,1825,1898,535,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,50,1,4,31a33218-2472-406c-87df-bace5c5be034,73,0,8,1,2000,2560,583,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,1,5,31a33218-2472-406c-87df-bace5c5be034,71,0,10,2,2000,3268,616,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,1,6,31a33218-2472-406c-87df-bace5c5be034,69,0,12,3,2000,3925,647,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,1,7,31a33218-2472-406c-87df-bace5c5be034,72,0,12,3,2000,4101,676,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,50,1,8,31a33218-2472-406c-87df-bace5c5be034,76,0,12,4,2000,4296,757,0.0,0,exact,medium,0.000000,True,True,0.7142857142857143,
growing,50,1,9,31a33218-2472-406c-87df-bace5c5be034,76,0,12,4,2000,4523,773,0.0,0,exact,medium,0.000000,True,True,0.75,
growing,50,1,10,31a33218-2472-406c-87df-bace5c5be034,79,0,12,4,2000,4720,704,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,11,31a33218-2472-406c-87df-bace5c5be034,76,0,12,4,2000,4839,771,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,12,31a33218-2472-406c-87df-bace5c5be034,76,0,12,4,2000,4964,797,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,13,31a33218-2472-406c-87df-bace5c5be034,72,0,12,4,2000,5083,839,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,14,31a33218-2472-406c-87df-bace5c5be034,71,0,12,4,2000,5164,412,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,15,31a33218-2472-406c-87df-bace5c5be034,72,0,12,4,2000,4792,820,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,16,31a33218-2472-406c-87df-bace5c5be034,74,0,12,4,2000,4896,834,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,1,17,31a33218-2472-406c-87df-bace5c5be034,74,0,12,4,2000,4959,866,0.0,0,exact,medium,0.000000,True,True,0.9375,
growing,50,1,18,31a33218-2472-406c-87df-bace5c5be034,79,0,12,4,2000,5027,446,0.0,0,exact,medium,0.000000,True,True,0.8823529411764706,
growing,50,1,19,31a33218-2472-406c-87df-bace5c5be034,78,0,12,4,2000,4636,920,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,50,1,20,31a33218-2472-406c-87df-bace5c5be034,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
growing,50,2,1,e59cf550-80c9-4504-8ae0-395bbfae9ed5,60111,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
growing,50,2,2,e59cf550-80c9-4504-8ae0-395bbfae9ed5,74,0,4,1,1320,1274,492,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,50,2,3,e59cf550-80c9-4504-8ae0-395bbfae9ed5,83,0,6,1,1825,1898,535,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,50,2,4,e59cf550-80c9-4504-8ae0-395bbfae9ed5,73,0,8,1,2000,2560,583,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,2,5,e59cf550-80c9-4504-8ae0-395bbfae9ed5,71,0,10,2,2000,3268,616,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,2,6,e59cf550-80c9-4504-8ae0-395bbfae9ed5,69,0,12,3,2000,3925,647,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,50,2,7,e59cf550-80c9-4504-8ae0-395bbfae9ed5,72,0,12,3,2000,4101,676,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,50,2,8,e59cf550-80c9-4504-8ae0-395bbfae9ed5,76,0,12,4,2000,4296,757,0.0,0,exact,medium,0.000000,True,True,0.7142857142857143,
growing,50,2,9,e59cf550-80c9-4504-8ae0-395bbfae9ed5,76,0,12,4,2000,4523,773,0.0,0,exact,medium,0.000000,True,True,0.75,
growing,50,2,10,e59cf550-80c9-4504-8ae0-395bbfae9ed5,79,0,12,4,2000,4720,704,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,11,e59cf550-80c9-4504-8ae0-395bbfae9ed5,76,0,12,4,2000,4839,771,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,12,e59cf550-80c9-4504-8ae0-395bbfae9ed5,76,0,12,4,2000,4964,797,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,13,e59cf550-80c9-4504-8ae0-395bbfae9ed5,72,0,12,4,2000,5083,839,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,14,e59cf550-80c9-4504-8ae0-395bbfae9ed5,71,0,12,4,2000,5164,412,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,15,e59cf550-80c9-4504-8ae0-395bbfae9ed5,72,0,12,4,2000,4792,820,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,16,e59cf550-80c9-4504-8ae0-395bbfae9ed5,74,0,12,4,2000,4896,834,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,50,2,17,e59cf550-80c9-4504-8ae0-395bbfae9ed5,74,0,12,4,2000,4959,866,0.0,0,exact,medium,0.000000,True,True,0.9375,
growing,50,2,18,e59cf550-80c9-4504-8ae0-395bbfae9ed5,79,0,12,4,2000,5027,446,0.0,0,exact,medium,0.000000,True,True,0.8823529411764706,
growing,50,2,19,e59cf550-80c9-4504-8ae0-395bbfae9ed5,78,0,12,4,2000,4636,920,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,50,2,20,e59cf550-80c9-4504-8ae0-395bbfae9ed5,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
growing,100,0,1,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,60112,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
growing,100,0,2,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,74,0,4,1,1320,1274,492,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,100,0,3,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,83,0,6,1,1825,1898,535,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,100,0,4,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,73,0,8,1,2000,2560,583,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,0,5,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,71,0,10,2,2000,3268,616,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,0,6,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,69,0,12,3,2000,3925,647,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,0,7,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,72,0,12,3,2000,4101,676,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,100,0,8,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,76,0,12,4,2000,4296,757,0.0,0,exact,medium,0.000000,True,True,0.7142857142857143,
growing,100,0,9,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,76,0,12,4,2000,4523,773,0.0,0,exact,medium,0.000000,True,True,0.75,
growing,100,0,10,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,79,0,12,4,2000,4720,704,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,11,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,76,0,12,4,2000,4839,771,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,12,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,76,0,12,4,2000,4964,797,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,13,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,72,0,12,4,2000,5083,839,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,14,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,71,0,12,4,2000,5164,412,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,15,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,72,0,12,4,2000,4792,820,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,16,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,74,0,12,4,2000,4896,834,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,0,17,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,74,0,12,4,2000,4959,866,0.0,0,exact,medium,0.000000,True,True,0.9375,
growing,100,0,18,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,79,0,12,4,2000,5027,446,0.0,0,exact,medium,0.000000,True,True,0.8823529411764706,
growing,100,0,19,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,78,0,12,4,2000,4636,920,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,100,0,20,366e3f2b-49d0-439c-b4b6-4366fb4bd33e,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
growing,100,1,1,b1c38249-6d92-42df-942d-ee768c6f5c39,60112,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
growing,100,1,2,b1c38249-6d92-42df-942d-ee768c6f5c39,74,0,4,1,1320,1274,492,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,100,1,3,b1c38249-6d92-42df-942d-ee768c6f5c39,83,0,6,1,1825,1898,535,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,100,1,4,b1c38249-6d92-42df-942d-ee768c6f5c39,73,0,8,1,2000,2560,583,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,1,5,b1c38249-6d92-42df-942d-ee768c6f5c39,71,0,10,2,2000,3268,616,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,1,6,b1c38249-6d92-42df-942d-ee768c6f5c39,69,0,12,3,2000,3925,647,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,1,7,b1c38249-6d92-42df-942d-ee768c6f5c39,72,0,12,3,2000,4101,676,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,100,1,8,b1c38249-6d92-42df-942d-ee768c6f5c39,76,0,12,4,2000,4296,757,0.0,0,exact,medium,0.000000,True,True,0.7142857142857143,
growing,100,1,9,b1c38249-6d92-42df-942d-ee768c6f5c39,76,0,12,4,2000,4523,773,0.0,0,exact,medium,0.000000,True,True,0.75,
growing,100,1,10,b1c38249-6d92-42df-942d-ee768c6f5c39,79,0,12,4,2000,4720,704,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,11,b1c38249-6d92-42df-942d-ee768c6f5c39,76,0,12,4,2000,4839,771,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,12,b1c38249-6d92-42df-942d-ee768c6f5c39,76,0,12,4,2000,4964,797,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,13,b1c38249-6d92-42df-942d-ee768c6f5c39,72,0,12,4,2000,5083,839,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,14,b1c38249-6d92-42df-942d-ee768c6f5c39,71,0,12,4,2000,5164,412,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,15,b1c38249-6d92-42df-942d-ee768c6f5c39,72,0,12,4,2000,4792,820,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,16,b1c38249-6d92-42df-942d-ee768c6f5c39,74,0,12,4,2000,4896,834,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,1,17,b1c38249-6d92-42df-942d-ee768c6f5c39,74,0,12,4,2000,4959,866,0.0,0,exact,medium,0.000000,True,True,0.9375,
growing,100,1,18,b1c38249-6d92-42df-942d-ee768c6f5c39,79,0,12,4,2000,5027,446,0.0,0,exact,medium,0.000000,True,True,0.8823529411764706,
growing,100,1,19,b1c38249-6d92-42df-942d-ee768c6f5c39,78,0,12,4,2000,4636,920,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,100,1,20,b1c38249-6d92-42df-942d-ee768c6f5c39,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
growing,100,2,1,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,60112,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
growing,100,2,2,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,74,0,4,1,1320,1274,492,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,100,2,3,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,83,0,6,1,1825,1898,535,0.0,0,semantic,low,0.000000,True,True,1.0,
growing,100,2,4,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,73,0,8,1,2000,2560,583,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,2,5,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,71,0,10,2,2000,3268,616,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,2,6,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,69,0,12,3,2000,3925,647,0.0,0,semantic,medium,0.000000,True,True,1.0,
growing,100,2,7,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,72,0,12,3,2000,4101,676,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,100,2,8,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,76,0,12,4,2000,4296,757,0.0,0,exact,medium,0.000000,True,True,0.7142857142857143,
growing,100,2,9,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,76,0,12,4,2000,4523,773,0.0,0,exact,medium,0.000000,True,True,0.75,
growing,100,2,10,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,79,0,12,4,2000,4720,704,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,11,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,76,0,12,4,2000,4839,771,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,12,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,76,0,12,4,2000,4964,797,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,13,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,72,0,12,4,2000,5083,839,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,14,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,71,0,12,4,2000,5164,412,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,15,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,72,0,12,4,2000,4792,820,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,16,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,74,0,12,4,2000,4896,834,0.0,0,exact,medium,0.000000,True,True,1.0,
growing,100,2,17,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,74,0,12,4,2000,4959,866,0.0,0,exact,medium,0.000000,True,True,0.9375,
growing,100,2,18,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,79,0,12,4,2000,5027,446,0.0,0,exact,medium,0.000000,True,True,0.8823529411764706,
growing,100,2,19,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,78,0,12,4,2000,4636,920,0.0,0,exact,medium,0.000000,True,True,0.8333333333333334,
growing,100,2,20,828e26f1-d3e5-41c5-adfd-f8e861fb4ead,77,0,12,5,2000,5152,660,0.0,0,exact,medium,0.000000,True,True,0.8421052631578947,
pivot,0,0,1,a0923c5b-5388-4d3b-9a3e-e61c37a84578,79,0,2,1,500,548,475,0.000367,6517,none,low,0.000367,False,True,1.0,
pivot,0,0,2,a0923c5b-5388-4d3b-9a3e-e61c37a84578,73,0,4,1,995,1279,463,0.000470,8035,none,low,0.000837,False,True,1.0,
pivot,0,0,3,a0923c5b-5388-4d3b-9a3e-e61c37a84578,75,0,6,1,1492,1869,475,0.000565,6944,none,low,0.001402,False,True,1.0,
pivot,0,0,4,a0923c5b-5388-4d3b-9a3e-e61c37a84578,74,0,8,1,1988,2471,481,0.000659,7091,none,medium,0.002061,False,True,1.0,
pivot,0,0,5,a0923c5b-5388-4d3b-9a3e-e61c37a84578,88,0,10,2,2000,3081,501,0.000763,7609,none,medium,0.002824,False,True,1.0,
pivot,0,0,6,a0923c5b-5388-4d3b-9a3e-e61c37a84578,76,0,12,2,2000,3628,494,0.000841,7692,none,medium,0.003665,False,True,1.0,
pivot,0,0,7,a0923c5b-5388-4d3b-9a3e-e61c37a84578,76,0,12,2,2000,3644,502,0.000848,5565,none,medium,0.004513,False,True,1.0,
pivot,0,0,8,a0923c5b-5388-4d3b-9a3e-e61c37a84578,79,0,12,3,2000,3690,513,0.000861,6877,none,medium,0.005374,False,True,1.0,
pivot,0,0,9,a0923c5b-5388-4d3b-9a3e-e61c37a84578,79,0,12,4,2000,3746,607,0.000926,8106,none,medium,0.006300,False,True,1.0,
pivot,0,0,10,a0923c5b-5388-4d3b-9a3e-e61c37a84578,81,0,12,4,2000,3885,560,0.000919,8373,none,medium,0.007219,False,True,1.0,
pivot,0,0,11,a0923c5b-5388-4d3b-9a3e-e61c37a84578,75,0,12,4,2000,3954,588,0.000946,7526,none,medium,0.008165,False,True,1.0,
pivot,0,0,12,a0923c5b-5388-4d3b-9a3e-e61c37a84578,77,0,12,4,2000,4065,542,0.000935,7862,none,medium,0.009100,False,True,1.0,
pivot,0,0,13,a0923c5b-5388-4d3b-9a3e-e61c37a84578,74,0,12,4,2000,4105,591,0.000970,8926,none,medium,0.010070,False,True,0.9166666666666666,
pivot,0,0,14,a0923c5b-5388-4d3b-9a3e-e61c37a84578,79,0,12,4,2000,4190,606,0.000992,8516,none,medium,0.011062,False,True,0.9230769230769231,
pivot,0,0,15,a0923c5b-5388-4d3b-9a3e-e61c37a84578,78,0,12,4,2000,4181,472,0.000910,7660,none,medium,0.011972,False,True,0.9285714285714286,
pivot,0,0,16,a0923c5b-5388-4d3b-9a3e-e61c37a84578,76,0,12,4,2000,4087,546,0.000941,8620,none,medium,0.012913,False,True,0.9333333333333333,
pivot,0,0,17,a0923c5b-5388-4d3b-9a3e-e61c37a84578,79,0,12,4,2000,4035,539,0.000929,10001,none,medium,0.013842,False,True,0.9375,
pivot,0,0,18,a0923c5b-5388-4d3b-9a3e-e61c37a84578,79,0,12,4,2000,4031,447,0.000873,6901,none,medium,0.014715,False,True,0.9411764705882353,
pivot,0,0,19,a0923c5b-5388-4d3b-9a3e-e61c37a84578,77,0,12,4,2000,3889,452,0.000855,6312,none,medium,0.015570,False,True,0.8888888888888888,
pivot,0,0,20,a0923c5b-5388-4d3b-9a3e-e61c37a84578,73,0,12,4,2000,3729,402,0.000801,5089,none,medium,0.016371,False,True,0.7894736842105263,
pivot,0,1,1,5bb3ec96-170c-4622-9000-3cf7c5351cef,79,0,2,1,500,548,475,0.0,0,exact,low,0.000000,True,True,1.0,
pivot,0,1,2,5bb3ec96-170c-4622-9000-3cf7c5351cef,73,0,4,1,995,1279,463,0.0,0,exact,low,0.000000,True,True,1.0,
pivot,0,1,3,5bb3ec96-170c-4622-9000-3cf7c5351cef,75,0,6,1,1492,1869,475,0.0,0,exact,low,0.000000,True,True,1.0,
pivot,0,1,4,5bb3ec96-170c-4622-9000-3cf7c5351cef,74,0,8,1,1988,2471,481,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,5,5bb3ec96-170c-4622-9000-3cf7c5351cef,88,0,10,2,2000,3081,501,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,6,5bb3ec96-170c-4622-9000-3cf7c5351cef,76,0,12,2,2000,3628,494,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,7,5bb3ec96-170c-4622-9000-3cf7c5351cef,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,8,5bb3ec96-170c-4622-9000-3cf7c5351cef,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,9,5bb3ec96-170c-4622-9000-3cf7c5351cef,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,10,5bb3ec96-170c-4622-9000-3cf7c5351cef,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,11,5bb3ec96-170c-4622-9000-3cf7c5351cef,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,12,5bb3ec96-170c-4622-9000-3cf7c5351cef,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,1,13,5bb3ec96-170c-4622-9000-3cf7c5351cef,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,0,1,14,5bb3ec96-170c-4622-9000-3cf7c5351cef,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,0,1,15,5bb3ec96-170c-4622-9000-3cf7c5351cef,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,0,1,16,5bb3ec96-170c-4622-9000-3cf7c5351cef,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,0,1,17,5bb3ec96-170c-4622-9000-3cf7c5351cef,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,0,1,18,5bb3ec96-170c-4622-9000-3cf7c5351cef,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,0,1,19,5bb3ec96-170c-4622-9000-3cf7c5351cef,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,0,1,20,5bb3ec96-170c-4622-9000-3cf7c5351cef,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,0,2,1,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,79,0,2,1,500,548,475,0.0,0,exact,low,0.000000,True,True,1.0,
pivot,0,2,2,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,73,0,4,1,995,1279,463,0.0,0,exact,low,0.000000,True,True,1.0,
pivot,0,2,3,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,75,0,6,1,1492,1869,475,0.0,0,exact,low,0.000000,True,True,1.0,
pivot,0,2,4,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,74,0,8,1,1988,2471,481,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,5,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,88,0,10,2,2000,3081,501,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,6,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,76,0,12,2,2000,3628,494,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,7,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,8,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,9,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,10,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,11,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
