scenario,attachment_size_kb,repeat,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,cumulative_cost_usd,latency_budget_passed,cost_budget_passed,memory_drift_score,attachment_recall
pivot,0,2,12,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,0,2,13,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,0,2,14,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,0,2,15,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,0,2,16,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,0,2,17,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,0,2,18,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,0,2,19,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,0,2,20,8c94f8bd-a9b6-44ba-9659-55ea46c15f0a,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,5,0,1,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,20728,20611,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,5,0,2,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,5,0,3,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,5,0,4,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,0,5,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,0,6,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,0,7,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,0,8,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,0,9,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,0,10,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,0,11,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,0,12,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,0,13,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,5,0,14,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,5,0,15,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,5,0,16,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,5,0,17,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,5,0,18,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,5,0,19,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,5,0,20,78c9e660-3f5c-43ee-8af3-94aca5e0bf29,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,5,1,1,bf173a1c-be06-433f-ae7b-0d04a0771e6f,20728,20611,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,5,1,2,bf173a1c-be06-433f-ae7b-0d04a0771e6f,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,5,1,3,bf173a1c-be06-433f-ae7b-0d04a0771e6f,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,5,1,4,bf173a1c-be06-433f-ae7b-0d04a0771e6f,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,1,5,bf173a1c-be06-433f-ae7b-0d04a0771e6f,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,1,6,bf173a1c-be06-433f-ae7b-0d04a0771e6f,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,1,7,bf173a1c-be06-433f-ae7b-0d04a0771e6f,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,1,8,bf173a1c-be06-433f-ae7b-0d04a0771e6f,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,1,9,bf173a1c-be06-433f-ae7b-0d04a0771e6f,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,1,10,bf173a1c-be06-433f-ae7b-0d04a0771e6f,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,1,11,bf173a1c-be06-433f-ae7b-0d04a0771e6f,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,1,12,bf173a1c-be06-433f-ae7b-0d04a0771e6f,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,1,13,bf173a1c-be06-433f-ae7b-0d04a0771e6f,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,5,1,14,bf173a1c-be06-433f-ae7b-0d04a0771e6f,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,5,1,15,bf173a1c-be06-433f-ae7b-0d04a0771e6f,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,5,1,16,bf173a1c-be06-433f-ae7b-0d04a0771e6f,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,5,1,17,bf173a1c-be06-433f-ae7b-0d04a0771e6f,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,5,1,18,bf173a1c-be06-433f-ae7b-0d04a0771e6f,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,5,1,19,bf173a1c-be06-433f-ae7b-0d04a0771e6f,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,5,1,20,bf173a1c-be06-433f-ae7b-0d04a0771e6f,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,5,2,1,9064344e-88d6-4300-a4a8-b4cba5f15178,20728,20611,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,5,2,2,9064344e-88d6-4300-a4a8-b4cba5f15178,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,5,2,3,9064344e-88d6-4300-a4a8-b4cba5f15178,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,5,2,4,9064344e-88d6-4300-a4a8-b4cba5f15178,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,2,5,9064344e-88d6-4300-a4a8-b4cba5f15178,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,2,6,9064344e-88d6-4300-a4a8-b4cba5f15178,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,5,2,7,9064344e-88d6-4300-a4a8-b4cba5f15178,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,2,8,9064344e-88d6-4300-a4a8-b4cba5f15178,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,2,9,9064344e-88d6-4300-a4a8-b4cba5f15178,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,2,10,9064344e-88d6-4300-a4a8-b4cba5f15178,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,2,11,9064344e-88d6-4300-a4a8-b4cba5f15178,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,2,12,9064344e-88d6-4300-a4a8-b4cba5f15178,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,5,2,13,9064344e-88d6-4300-a4a8-b4cba5f15178,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,5,2,14,9064344e-88d6-4300-a4a8-b4cba5f15178,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,5,2,15,9064344e-88d6-4300-a4a8-b4cba5f15178,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,5,2,16,9064344e-88d6-4300-a4a8-b4cba5f15178,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,5,2,17,9064344e-88d6-4300-a4a8-b4cba5f15178,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,5,2,18,9064344e-88d6-4300-a4a8-b4cba5f15178,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,5,2,19,9064344e-88d6-4300-a4a8-b4cba5f15178,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,5,2,20,9064344e-88d6-4300-a4a8-b4cba5f15178,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,20,0,1,1f749b19-0493-4b8e-9d9a-e67fca5cc127,60118,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,20,0,2,1f749b19-0493-4b8e-9d9a-e67fca5cc127,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,20,0,3,1f749b19-0493-4b8e-9d9a-e67fca5cc127,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,20,0,4,1f749b19-0493-4b8e-9d9a-e67fca5cc127,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,0,5,1f749b19-0493-4b8e-9d9a-e67fca5cc127,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,0,6,1f749b19-0493-4b8e-9d9a-e67fca5cc127,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,0,7,1f749b19-0493-4b8e-9d9a-e67fca5cc127,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,0,8,1f749b19-0493-4b8e-9d9a-e67fca5cc127,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,0,9,1f749b19-0493-4b8e-9d9a-e67fca5cc127,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,0,10,1f749b19-0493-4b8e-9d9a-e67fca5cc127,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,0,11,1f749b19-0493-4b8e-9d9a-e67fca5cc127,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,0,12,1f749b19-0493-4b8e-9d9a-e67fca5cc127,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,0,13,1f749b19-0493-4b8e-9d9a-e67fca5cc127,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,20,0,14,1f749b19-0493-4b8e-9d9a-e67fca5cc127,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,20,0,15,1f749b19-0493-4b8e-9d9a-e67fca5cc127,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,20,0,16,1f749b19-0493-4b8e-9d9a-e67fca5cc127,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,20,0,17,1f749b19-0493-4b8e-9d9a-e67fca5cc127,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,20,0,18,1f749b19-0493-4b8e-9d9a-e67fca5cc127,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,20,0,19,1f749b19-0493-4b8e-9d9a-e67fca5cc127,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,20,0,20,1f749b19-0493-4b8e-9d9a-e67fca5cc127,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,20,1,1,ff475b82-0aae-4a67-bb2d-8c1983febc71,60118,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,20,1,2,ff475b82-0aae-4a67-bb2d-8c1983febc71,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,20,1,3,ff475b82-0aae-4a67-bb2d-8c1983febc71,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,20,1,4,ff475b82-0aae-4a67-bb2d-8c1983febc71,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,1,5,ff475b82-0aae-4a67-bb2d-8c1983febc71,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,1,6,ff475b82-0aae-4a67-bb2d-8c1983febc71,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,1,7,ff475b82-0aae-4a67-bb2d-8c1983febc71,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,1,8,ff475b82-0aae-4a67-bb2d-8c1983febc71,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,1,9,ff475b82-0aae-4a67-bb2d-8c1983febc71,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,1,10,ff475b82-0aae-4a67-bb2d-8c1983febc71,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,1,11,ff475b82-0aae-4a67-bb2d-8c1983febc71,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,1,12,ff475b82-0aae-4a67-bb2d-8c1983febc71,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,1,13,ff475b82-0aae-4a67-bb2d-8c1983febc71,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,20,1,14,ff475b82-0aae-4a67-bb2d-8c1983febc71,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,20,1,15,ff475b82-0aae-4a67-bb2d-8c1983febc71,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,20,1,16,ff475b82-0aae-4a67-bb2d-8c1983febc71,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,20,1,17,ff475b82-0aae-4a67-bb2d-8c1983febc71,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,20,1,18,ff475b82-0aae-4a67-bb2d-8c1983febc71,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,20,1,19,ff475b82-0aae-4a67-bb2d-8c1983febc71,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,20,1,20,ff475b82-0aae-4a67-bb2d-8c1983febc71,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,20,2,1,3053203d-a5bb-4622-9411-149667a00563,60118,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,20,2,2,3053203d-a5bb-4622-9411-149667a00563,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,20,2,3,3053203d-a5bb-4622-9411-149667a00563,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,20,2,4,3053203d-a5bb-4622-9411-149667a00563,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,2,5,3053203d-a5bb-4622-9411-149667a00563,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,2,6,3053203d-a5bb-4622-9411-149667a00563,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,20,2,7,3053203d-a5bb-4622-9411-149667a00563,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,2,8,3053203d-a5bb-4622-9411-149667a00563,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,2,9,3053203d-a5bb-4622-9411-149667a00563,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,2,10,3053203d-a5bb-4622-9411-149667a00563,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,2,11,3053203d-a5bb-4622-9411-149667a00563,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,2,12,3053203d-a5bb-4622-9411-149667a00563,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,20,2,13,3053203d-a5bb-4622-9411-149667a00563,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,20,2,14,3053203d-a5bb-4622-9411-149667a00563,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,20,2,15,3053203d-a5bb-4622-9411-149667a00563,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,20,2,16,3053203d-a5bb-4622-9411-149667a00563,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,20,2,17,3053203d-a5bb-4622-9411-149667a00563,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,20,2,18,3053203d-a5bb-4622-9411-149667a00563,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,20,2,19,3053203d-a5bb-4622-9411-149667a00563,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,20,2,20,3053203d-a5bb-4622-9411-149667a00563,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,50,0,1,5b3ad12b-ad60-4997-b4c7-c02136a66832,60118,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,50,0,2,5b3ad12b-ad60-4997-b4c7-c02136a66832,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,50,0,3,5b3ad12b-ad60-4997-b4c7-c02136a66832,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,50,0,4,5b3ad12b-ad60-4997-b4c7-c02136a66832,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,50,0,5,5b3ad12b-ad60-4997-b4c7-c02136a66832,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,50,0,6,5b3ad12b-ad60-4997-b4c7-c02136a66832,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,50,0,7,5b3ad12b-ad60-4997-b4c7-c02136a66832,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,0,8,5b3ad12b-ad60-4997-b4c7-c02136a66832,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,0,9,5b3ad12b-ad60-4997-b4c7-c02136a66832,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,0,10,5b3ad12b-ad60-4997-b4c7-c02136a66832,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,0,11,5b3ad12b-ad60-4997-b4c7-c02136a66832,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,0,12,5b3ad12b-ad60-4997-b4c7-c02136a66832,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,0,13,5b3ad12b-ad60-4997-b4c7-c02136a66832,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,50,0,14,5b3ad12b-ad60-4997-b4c7-c02136a66832,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,50,0,15,5b3ad12b-ad60-4997-b4c7-c02136a66832,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,50,0,16,5b3ad12b-ad60-4997-b4c7-c02136a66832,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,50,0,17,5b3ad12b-ad60-4997-b4c7-c02136a66832,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,50,0,18,5b3ad12b-ad60-4997-b4c7-c02136a66832,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,50,0,19,5b3ad12b-ad60-4997-b4c7-c02136a66832,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,50,0,20,5b3ad12b-ad60-4997-b4c7-c02136a66832,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,50,1,1,fd138a9b-612a-4c6a-98f6-9083a40d6a29,60118,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
pivot,50,1,2,fd138a9b-612a-4c6a-98f6-9083a40d6a29,73,0,4,1,1319,1279,463,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,50,1,3,fd138a9b-612a-4c6a-98f6-9083a40d6a29,75,0,6,1,1816,1869,475,0.0,0,semantic,low,0.000000,True,True,1.0,
pivot,50,1,4,fd138a9b-612a-4c6a-98f6-9083a40d6a29,74,0,8,1,2000,2471,481,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,50,1,5,fd138a9b-612a-4c6a-98f6-9083a40d6a29,88,0,10,2,2000,3081,501,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,50,1,6,fd138a9b-612a-4c6a-98f6-9083a40d6a29,76,0,12,2,2000,3628,494,0.0,0,semantic,medium,0.000000,True,True,1.0,
pivot,50,1,7,fd138a9b-612a-4c6a-98f6-9083a40d6a29,76,0,12,2,2000,3644,502,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,1,8,fd138a9b-612a-4c6a-98f6-9083a40d6a29,79,0,12,3,2000,3690,513,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,1,9,fd138a9b-612a-4c6a-98f6-9083a40d6a29,79,0,12,4,2000,3746,607,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,1,10,fd138a9b-612a-4c6a-98f6-9083a40d6a29,81,0,12,4,2000,3885,560,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,1,11,fd138a9b-612a-4c6a-98f6-9083a40d6a29,75,0,12,4,2000,3954,588,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,1,12,fd138a9b-612a-4c6a-98f6-9083a40d6a29,77,0,12,4,2000,4065,542,0.0,0,exact,medium,0.000000,True,True,1.0,
pivot,50,1,13,fd138a9b-612a-4c6a-98f6-9083a40d6a29,74,0,12,4,2000,4105,591,0.0,0,exact,medium,0.000000,True,True,0.9166666666666666,
pivot,50,1,14,fd138a9b-612a-4c6a-98f6-9083a40d6a29,79,0,12,4,2000,4190,606,0.0,0,exact,medium,0.000000,True,True,0.9230769230769231,
pivot,50,1,15,fd138a9b-612a-4c6a-98f6-9083a40d6a29,78,0,12,4,2000,4181,472,0.0,0,exact,medium,0.000000,True,True,0.9285714285714286,
pivot,50,1,16,fd138a9b-612a-4c6a-98f6-9083a40d6a29,76,0,12,4,2000,4087,546,0.0,0,exact,medium,0.000000,True,True,0.9333333333333333,
pivot,50,1,17,fd138a9b-612a-4c6a-98f6-9083a40d6a29,79,0,12,4,2000,4035,539,0.0,0,exact,medium,0.000000,True,True,0.9375,
pivot,50,1,18,fd138a9b-612a-4c6a-98f6-9083a40d6a29,79,0,12,4,2000,4031,447,0.0,0,exact,medium,0.000000,True,True,0.9411764705882353,
pivot,50,1,19,fd138a9b-612a-4c6a-98f6-9083a40d6a29,77,0,12,4,2000,3889,452,0.0,0,exact,medium,0.000000,True,True,0.8888888888888888,
pivot,50,1,20,fd138a9b-612a-4c6a-98f6-9083a40d6a29,73,0,12,4,2000,3729,402,0.0,0,exact,medium,0.000000,True,True,0.7894736842105263,
pivot,50,2,1,6fa232fb-9e75-4049-ae6d-fba03e1fa1f2,60118,60000,2,1,824,4867,543,0.0,0,semantic,high,0.000000,True,True,1.0,False
